,Date,compound,Adj Close,Company,compound_m_avg 2,stock_closing_m_avg 2,compound_m_avg 5,stock_closing_m_avg 5
0,2017-11-01,0.042014999999999796,166.292206,@Apple,,,,
1,2017-11-02,-0.024569000000000098,167.507828,@Apple,0.008722999999999849,166.900017,,
2,2017-11-03,0.0023259999999999943,171.882111,@Apple,-0.011121500000000051,169.6949695,,
3,2017-11-06,-0.01898400000000002,173.62583899999998,@Apple,-0.008329000000000013,172.75397499999997,,
4,2017-11-07,-0.02692,174.183823,@Apple,-0.02295200000000001,173.90483099999994,-0.005226400000000066,170.6983614
5,2017-11-08,-0.07905600000000004,175.608719,@Apple,-0.05298800000000002,174.89627099999998,-0.029440600000000032,172.561664
6,2017-11-09,-0.01620699999999999,175.25,@Apple,-0.047631500000000014,175.42935949999998,-0.027768200000000014,174.11009840000003
7,2017-11-10,0.022330000000000017,174.669998,@Apple,0.0030615000000000156,174.95999899999995,-0.02376740000000001,174.66767580000004
8,2017-11-13,0.023584000000000008,173.970001,@Apple,0.022957000000000012,174.31999949999994,-0.015253800000000007,174.73650820000003
9,2017-11-14,0.007056999999999982,171.33999599999999,@Apple,0.015320499999999994,172.65499849999998,-0.00845840000000001,174.1677428
10,2017-11-15,-0.0008170000000000012,169.080002,@Apple,0.003119999999999989,170.20999899999998,0.007189399999999999,172.8619994
11,2017-11-16,-0.0038099999999999957,171.100006,@Apple,-0.0023134999999999996,170.090004,0.009668799999999996,172.0320006
12,2017-11-17,0.022791000000000016,170.149994,@Apple,0.00949050000000001,170.625,0.009760999999999997,171.12799979999997
13,2017-11-20,0.04783999999999997,169.979996,@Apple,0.03531549999999999,170.064995,0.014612199999999988,170.32999879999994
14,2017-11-21,-0.031952000000000015,173.139999,@Apple,0.007943999999999977,171.5599975,0.00681039999999999,170.68999939999998
15,2017-11-22,0.051742,174.96000700000002,@Apple,0.00989499999999999,174.050003,0.01732219999999999,171.86600039999996
16,2017-11-24,0.043177,174.970001,@Apple,0.0474595,174.96500400000002,0.026719599999999993,172.63999939999997
17,2017-11-27,0.045168999999999994,174.08999599999999,@Apple,0.04417299999999999,174.52999849999998,0.03119519999999999,173.42799979999998
18,2017-11-28,0.075654,173.070007,@Apple,0.06041149999999999,173.58000149999998,0.036758,174.04600199999996
19,2017-11-29,-0.026276000000000008,169.479996,@Apple,0.024688999999999992,171.2750015,0.0378932,173.31400139999997
0,2017-11-01,0.07390112903225772,110.87355,@Visa,,,,
1,2017-11-02,0.09002458620689618,110.78371399999999,@Visa,0.08196285761957695,110.828632,,
2,2017-11-03,0.17947594270681225,111.16304,@Visa,0.1347502644568542,110.97337699999999,,
3,2017-11-06,0.06924800000000003,111.72204599999999,@Visa,0.12436197135340613,111.442543,,
4,2017-11-07,0.030077484848484996,111.89173899999999,@Visa,0.0496627424242425,111.80689249999999,0.08854542855889022,111.2868178
5,2017-11-08,0.03325608695652158,112.271072,@Visa,0.03166678590250327,112.08140550000002,0.080416420143743,111.56632219999999
6,2017-11-09,0.0959372685185183,111.941658,@Visa,0.06459667773751993,112.10636500000004,0.08159895660606743,111.79791099999997
7,2017-11-10,0.06439083665338657,111.68211399999998,@Visa,0.08016405258595243,111.81188600000002,0.0585819353953823,111.90172579999997
8,2017-11-13,0.035928619047618966,111.20296499999999,@Visa,0.05015972785050275,111.44253950000001,0.05191805920490609,111.79790959999995
9,2017-11-14,0.05988774080560426,111.781944,@Visa,0.04790817992661159,111.49245450000002,0.05788011039632994,111.77595059999994
10,2017-11-15,0.1458720822281171,110.055,@Visa,0.10287991151686066,110.91847200000004,0.08040330945064904,111.33273619999996
11,2017-11-16,0.026220333333333352,111.019997,@Visa,0.08604620778072519,110.53749850000003,0.06645992241361205,111.14840399999996
12,2017-11-17,0.06066333732057425,109.82,@Visa,0.04344183532695377,110.41999850000002,0.0657144225470496,110.77598119999998
13,2017-11-20,0.05286374100719401,109.949997,@Visa,0.0567635391638841,109.88499850000002,0.0691014469389646,110.52538759999997
14,2017-11-21,0.02659509116409539,111.449997,@Visa,0.039729416085644675,110.69999700000002,0.06244291701066281,110.45899819999997
15,2017-11-22,0.046724881889763835,110.82,@Visa,0.03665998652692959,111.13499850000002,0.042613476942992154,110.61199819999997
16,2017-11-24,0.051454517677869835,111.970001,@Visa,0.04908969978381681,111.39500050000001,0.04766031381189946,110.80199899999998
17,2017-11-27,0.06752765531062105,112.379997,@Visa,0.05949108649424541,112.17499900000001,0.04903317740990882,111.31399839999999
18,2017-11-28,0.07698704071499526,113.360001,@Visa,0.07225734801280811,112.86999900000002,0.053857837351469075,111.9959992
19,2017-11-29,-0.019747986577181287,109.860001,@Visa,0.02861952706890695,111.61000100000001,0.04458922180321374,111.67800000000003
0,2017-11-01,0.22640100000000188,1103.680054,@amazon,,,,
1,2017-11-02,0.24343100000000018,1094.219971,@amazon,0.234916000000001,1098.9500125,,
2,2017-11-03,0.15049299999999982,1111.599976,@amazon,0.19696199999999997,1102.9099735,,
3,2017-11-06,0.07145300000000007,1120.660034,@amazon,0.11097299999999993,1116.130005,,
4,2017-11-07,0.18740800000000002,1123.170044,@amazon,0.12943050000000003,1121.915039,0.1758372000000004,1110.6660158
5,2017-11-08,0.15229999999999957,1132.880005,@amazon,0.16985399999999978,1128.0250245,0.1610169999999999,1116.506006
6,2017-11-09,0.12373499999999978,1129.130005,@amazon,0.13801749999999965,1131.005005,0.13707779999999986,1123.4880128
7,2017-11-10,0.06644799999999976,1125.349976,@amazon,0.09509149999999976,1127.2399905,0.12026879999999984,1126.2380128
8,2017-11-13,0.21693000000000004,1129.170044,@amazon,0.1416889999999999,1127.26001,0.14936419999999984,1127.9400148
9,2017-11-14,0.1694290000000007,1136.839966,@amazon,0.1931795000000004,1133.005005,0.14576839999999996,1130.6739991999998
10,2017-11-15,0.17724400000000123,1126.689941,@amazon,0.173336500000001,1131.7649535,0.1507572000000003,1129.4359864
11,2017-11-16,0.22807800000000011,1137.290039,@amazon,0.2026610000000007,1131.98999,0.17162580000000036,1131.0679932
12,2017-11-17,0.12880299999999936,1129.880005,@amazon,0.17844049999999975,1133.585022,0.18409680000000028,1131.9739990000003
13,2017-11-20,0.24187800000000007,1126.310059,@amazon,0.18534049999999974,1128.095032,0.18908640000000027,1131.402002
14,2017-11-21,0.24704100000000037,1139.48999,@amazon,0.24445950000000027,1132.9000245,0.2046088000000002,1131.9320068000002
15,2017-11-22,0.10937200000000004,1156.160034,@amazon,0.17820650000000027,1147.825012,0.19103439999999994,1137.8260254000002
16,2017-11-24,0.12017900000000005,1186.0,@amazon,0.1147755000000001,1171.080017,0.16945459999999993,1147.5680176
17,2017-11-27,0.17339999999999978,1195.829956,@amazon,0.14678949999999996,1190.914978,0.17837400000000003,1160.7580078
18,2017-11-29,0.17395399999999994,1161.27002,@amazon,0.17367699999999991,1178.549988,0.16478920000000002,1167.75
0,2017-11-01,0.27054600000000106,87.940002,@Walmart,,,,
1,2017-11-02,0.0971670000000004,88.800003,@Walmart,0.18385650000000073,88.3700025,,
2,2017-11-03,0.0891009999999998,89.68,@Walmart,0.0931340000000001,89.2400015,,
3,2017-11-06,0.17270799999999967,88.699997,@Walmart,0.13090449999999973,89.1899985,,
4,2017-11-07,0.09764400000000033,88.949997,@Walmart,0.135176,88.824997,0.14543320000000023,88.8139998
5,2017-11-08,0.20707600000000032,90.260002,@Walmart,0.15236000000000033,89.60499949999999,0.1327392000000001,89.2779998
6,2017-11-09,0.08783899999999975,90.300003,@Walmart,0.14745750000000005,90.2800025,0.13087359999999998,89.57799980000001
7,2017-11-10,0.05163199999999974,90.91999799999999,@Walmart,0.06973549999999976,90.61000050000001,0.12337979999999997,89.82599940000001
8,2017-11-13,0.16083300000000023,90.989998,@Walmart,0.1062325,90.95499800000002,0.12100480000000009,90.2839996
9,2017-11-14,0.1544720000000003,91.089996,@Walmart,0.15765250000000028,91.03999700000001,0.13237040000000008,90.7119994
10,2017-11-15,0.19616900000000057,89.83000200000001,@Walmart,0.17532050000000043,90.45999900000001,0.13018900000000017,90.6259994
11,2017-11-16,0.18116999999999997,99.620003,@Walmart,0.18866950000000027,94.72500250000002,0.1488552000000002,92.4899994
12,2017-11-17,0.13978299999999994,97.470001,@Walmart,0.16047649999999997,98.54500200000003,0.1664854000000002,93.8
13,2017-11-20,0.20666199999999998,97.480003,@Walmart,0.1732225,97.47500200000002,0.17565120000000017,95.098001
14,2017-11-21,0.2038649999999999,96.519997,@Walmart,0.20526349999999996,97.00000000000001,0.1855298000000001,96.1840012
15,2017-11-22,0.18930299999999994,96.410004,@Walmart,0.19658399999999993,96.4650005,0.18415659999999995,97.50000159999999
16,2017-11-24,0.08243099999999998,96.620003,@Walmart,0.13586699999999996,96.5150035,0.16440879999999997,96.9000016
17,2017-11-27,0.030023000000000025,96.620003,@Walmart,0.056227,96.620003,0.1424568,96.73000199999998
18,2017-11-29,0.21603499999999998,97.559998,@Walmart,0.123029,97.0900005,0.14433139999999997,96.74600099999998
0,2017-11-01,0.12175400000000058,198.0,@netflix,,,,
1,2017-11-02,0.02214799999999992,199.320007,@netflix,0.07195100000000025,198.66000350000002,,
