,Date,compound,Adj Close,Company,compound_m_avg 2,stock_closing_m_avg 2,compound_m_avg 5,stock_closing_m_avg 5
2,2017-11-03,0.07151399999999997,200.009995,@netflix,0.04683099999999994,199.66500100000002,,
3,2017-11-06,0.09757500000000029,200.130005,@netflix,0.08454450000000012,200.07,,
4,2017-11-07,0.09682700000000008,195.889999,@netflix,0.09720100000000018,198.010002,0.08196360000000016,198.6700012
5,2017-11-08,0.059868999999999964,196.440002,@netflix,0.078348,196.16500050000002,0.06958660000000003,198.3580016
6,2017-11-09,0.03913999999999997,193.899994,@netflix,0.04950449999999995,195.16999800000002,0.07298500000000004,197.27399899999995
7,2017-11-10,0.008439999999999963,192.020004,@netflix,0.02378999999999995,192.959999,0.06037020000000003,195.67600079999994
8,2017-11-13,0.07770599999999989,195.080002,@netflix,0.0430729999999999,193.550003,0.056396399999999944,194.66600019999996
9,2017-11-14,0.06822300000000003,195.71000700000002,@netflix,0.07296449999999993,195.39500450000003,0.05067559999999993,194.6300018
10,2017-11-15,0.11011900000000015,192.119995,@netflix,0.08917100000000006,193.91500100000002,0.06072559999999997,193.7660004
11,2017-11-16,0.16228900000000027,195.509995,@netflix,0.13620400000000016,193.814995,0.08535540000000004,194.08800060000002
12,2017-11-17,0.23792500000000014,193.199997,@netflix,0.20010700000000017,194.35499600000003,0.13125240000000007,194.32399920000003
13,2017-11-20,0.1258279999999999,194.100006,@netflix,0.1818765,193.65000150000003,0.14087680000000008,194.128
14,2017-11-21,0.11766199999999984,196.229996,@netflix,0.12174499999999984,195.16500100000005,0.15076460000000003,194.2319978
15,2017-11-22,0.16238100000000016,196.320007,@netflix,0.14002149999999997,196.27500150000003,0.161217,195.07200019999996
16,2017-11-24,0.19871399999999992,195.75,@netflix,0.18054750000000003,196.03500350000002,0.16850199999999996,195.12000119999996
17,2017-11-27,0.16431600000000002,195.050003,@netflix,0.18151499999999995,195.40000150000003,0.15378019999999992,195.49000239999995
18,2017-11-28,0.20103199999999993,199.179993,@netflix,0.18267399999999995,197.114998,0.16882099999999992,196.50599979999996
19,2017-11-29,0.181567,188.149994,@netflix,0.19129949999999996,193.6649935,0.18160199999999993,194.88999939999994
0,2017-11-01,0.0018929999999999984,54.887710999999996,@Nike,,,,
1,2017-11-02,0.057183999999999756,54.93754200000001,@Nike,0.029538499999999877,54.9126265,,
2,2017-11-03,0.03428200000000003,55.52559300000001,@Nike,0.04573299999999989,55.23156750000001,,
3,2017-11-06,0.09125099999999987,55.8545,@Nike,0.06276649999999995,55.69004650000001,,
4,2017-11-07,0.12313799999999964,54.967445,@Nike,0.10719449999999975,55.4109725,0.06154959999999986,55.2345582
5,2017-11-08,0.13191100000000036,55.575424,@Nike,0.12752449999999999,55.2714345,0.08755319999999994,55.3721008
6,2017-11-09,0.048579999999999825,55.944202000000004,@Nike,0.09024550000000009,55.75981300000001,0.08583239999999996,55.5734328
7,2017-11-10,0.2076720000000006,55.904334999999996,@Nike,0.12812600000000024,55.92426850000001,0.12051040000000009,55.6491812
8,2017-11-13,0.06060099999999968,55.72493000000001,@Nike,0.13413650000000016,55.81463250000001,0.11438040000000005,55.62326720000001
9,2017-11-14,0.12228099999999978,55.794697,@Nike,0.09144099999999973,55.75981350000001,0.11420900000000007,55.788717600000005
10,2017-11-15,0.0829569999999999,56.442547,@Nike,0.10261899999999985,56.118622,0.10441819999999999,55.9621422
11,2017-11-16,0.088158,57.040562,@Nike,0.08555749999999997,56.7415545,0.11233380000000001,56.181414200000006
12,2017-11-17,0.056358999999999854,58.994071999999996,@Nike,0.07225849999999995,58.017317000000006,0.08207119999999986,56.79936160000001
13,2017-11-20,-0.044057000000000054,59.053875,@Nike,0.00615099999999992,59.02397350000001,0.061139599999999905,57.4651506
14,2017-11-21,0.05458199999999996,59.193408999999996,@Nike,0.0052624999999999755,59.12364200000002,0.04759979999999994,58.144893
15,2017-11-22,0.14160599999999987,58.874469999999995,@Nike,0.09809399999999993,59.03393950000002,0.05932959999999994,58.6312776
16,2017-11-24,0.11482599999999989,59.123642000000004,@Nike,0.12821599999999989,58.99905600000001,0.0646631999999999,59.047893599999995
17,2017-11-27,0.10606299999999984,59.43261700000001,@Nike,0.11044449999999988,59.27812950000002,0.07460399999999992,59.13560259999999
18,2017-11-28,0.20362399999999997,59.38278199999999,@Nike,0.1548434999999999,59.407699500000014,0.1241401999999999,59.201384
19,2017-11-29,0.14153499999999997,60.160202000000005,@Nike,0.17257949999999997,59.771492000000016,0.1415307999999999,59.39474260000001
0,2017-11-01,0.1620719999999993,18.950001,@Macys,,,,
1,2017-11-02,0.16709100000000002,18.780001000000002,@Macys,0.16458149999999966,18.865001,,
2,2017-11-03,0.1367380000000001,18.360001,@Macys,0.15191450000000006,18.570000999999998,,
3,2017-11-06,0.1535740000000006,18.16,@Macys,0.14515600000000034,18.260000499999997,,
4,2017-11-07,0.2309920000000005,17.530001000000002,@Macys,0.19228300000000054,17.845000499999998,0.17009340000000012,18.356000799999997
5,2017-11-08,0.2682530000000007,17.57,@Macys,0.2496225000000006,17.550000499999996,0.19132960000000038,18.080000599999998
6,2017-11-09,0.2381570000000002,19.5,@Macys,0.25320500000000046,18.534999999999997,0.20554280000000041,18.224000399999998
7,2017-11-10,0.29074799999999995,19.98,@Macys,0.2644525000000001,19.74,0.2363448000000004,18.548000199999997
8,2017-11-13,0.23618999999999918,19.33,@Macys,0.2634689999999996,19.654999999999998,0.25286800000000015,18.7820002
9,2017-11-14,0.7653019999999922,19.700001,@Macys,0.5007459999999957,19.5150005,0.35972999999999844,19.2160002
10,2017-11-15,0.7264940000000092,19.98,@Macys,0.7458980000000006,19.840000500000002,0.4513782000000002,19.698000200000003
11,2017-11-16,0.7758599999999921,20.25,@Macys,0.7511770000000006,20.115000000000002,0.5589187999999986,19.8480002
12,2017-11-17,0.7084389999999956,20.35,@Macys,0.742149499999994,20.300000000000004,0.6424569999999978,19.9220002
13,2017-11-20,0.7238179999999953,20.799999,@Macys,0.7161284999999955,20.574999500000004,0.7399825999999969,20.216
14,2017-11-21,0.6318319999999971,20.42,@Macys,0.6778249999999962,20.609999500000004,0.7132885999999979,20.3599998
15,2017-11-22,0.6464969999999981,20.629998999999998,@Macys,0.6391644999999977,20.524999500000003,0.6972891999999958,20.489999599999997
16,2017-11-24,0.2589060000000001,21.07,@Macys,0.4527014999999992,20.849999500000003,0.5938983999999974,20.6539996
17,2017-11-27,0.1424459999999999,21.209999,@Macys,0.20067600000000008,21.139999500000002,0.48069979999999823,20.825999399999993
18,2017-11-28,0.2597220000000001,22.17,@Macys,0.2010840000000001,21.689999500000003,0.3878805999999992,21.099999599999997
19,2017-11-29,0.31026699999999996,23.98,@Macys,0.28499450000000015,23.075000000000003,0.3235675999999998,21.811999599999993
